src,tgt
33*(47+25)=,2376
(42+24)*39=,2574
19-48-12=,-41
(40-42)+47=,45
32-37+28=,23
36*45+47=,1667
39*16-27=,597
27-(44+15)=,-32
31+(12-46)=,-3
32+(33-38)=,27
45-(14*39)=,-501
34*10*38=,12920
44*33+27=,1479
20+(25*13)=,345
(15*12)+37=,217
(23+36)-38=,21
15+(42-37)=,20
37*18-35=,631
19*(43-48)=,-95
(40+32)-13=,59
35-(21*43)=,-868
28+(48-33)=,43
30*(29-27)=,60
35+(19-27)=,27
29*(14-30)=,-464
19*46-13=,861
26*(32-11)=,546
17-15+27=,29
18-(26+44)=,-52
(39-37)+40=,42
47+(13*24)=,359
49+(33-36)=,46
(27+32)-27=,32
15+15-12=,18
24*38*21=,19152
29-14-31=,-16
(15+42)-31=,26
31-35+38=,34
(31+43)-16=,58
(27+29)*17=,952
19*39-21=,720
41*45+48=,1893
14*(44+36)=,1120
42+(34*12)=,450
27+38+20=,85
37-38+35=,34
38+44-44=,38
35*49-26=,1689
22+15+33=,70
(46*20)+39=,959
(42-47)*48=,-240
38-23*31=,-675
37-15-45=,-23
(38+21)*43=,2537
41+(15-38)=,18
25+(13-48)=,-10
33*(38-15)=,759
19*10+33=,223
(44+37)*22=,1782
18*10*23=,4140
37+(39*48)=,1909
(40+27)-26=,41
21+26+24=,71
17+33-26=,24
29-19-19=,-9
19+(20-39)=,0
36-(34+46)=,-44
47-32-42=,-27
28*(16+17)=,924
25+(35*19)=,690
31-(34*16)=,-513
34*15+20=,530
(32-33)+31=,30
48-(35*27)=,-897
25+46-46=,25
41*15+47=,662
17-(47+25)=,-55
(33-27)*10=,60
27*(47+21)=,1836
15-(41+13)=,-39
21*10-14=,196
13+(24-30)=,7
37-(15+47)=,-25
26+(36*14)=,530
45-48+21=,18
18*38+46=,730
29-29+16=,16
41+10*39=,431
30-21+21=,30
26-(31*24)=,-718
34*23+11=,793
34*23*26=,20332
12-20-19=,-27
13-(11*19)=,-196
17-31*45=,-1378
17*(38+20)=,986
20-(36*12)=,-412
(20+16)-44=,-8
(42+13)*12=,660
(23-17)*13=,78
16+14+16=,46
48+(17*23)=,439
20-(11+42)=,-33
(19*21)-48=,351
25+47*20=,965
12*40+14=,494
22+(14*26)=,386
27-29+46=,44
(17*12)-29=,175
27-(41*12)=,-465
34-26+33=,41
11-(44+27)=,-60
17*(43+41)=,1428
16+(11*10)=,126
45*(25+42)=,3015
31*11+39=,380
14-46+16=,-16
10*(14+36)=,500
28-(39*37)=,-1415
15*(21-21)=,0
(14-35)*42=,-882
26-(11*34)=,-348
35*(21-12)=,315
(30-25)*39=,195
14*31*47=,20398
(10*22)-18=,202
(19+45)*44=,2816
47+(33*13)=,476
48-(21*38)=,-750
11+(39*12)=,479
17*(17-23)=,-102
23+33*43=,1442
42*49*10=,20580
35+(23*19)=,472
29*(24-29)=,-145
(44+29)*13=,949
48-36+15=,27
28-48-18=,-38
(47+17)-35=,29
42+(23*17)=,433
28+32*28=,924
(24*23)-26=,526
49*(44-41)=,147
(11*25)+35=,310
11*(19-26)=,-77
(36*48)-16=,1712
46*33+21=,1539
(32+21)*29=,1537
(26+45)*26=,1846
42+16*46=,778
48+(44*20)=,928
(24*36)-10=,854
(49-40)*16=,144
19*20-34=,346
(21*24)+13=,517
(44*38)-26=,1646
(30-19)*47=,517
42*18-49=,707
33-41+23=,15
(29-42)+44=,31
30+11*34=,404
10*15*11=,1650
(45-49)+26=,22
37+22+26=,85
43+(18*48)=,907
43+18-47=,14
(40-21)+10=,29
(49+14)*19=,1197
13+16*31=,509
(43-36)+11=,18
27*(25-49)=,-648
(18-17)+47=,48
35-(39*19)=,-706
46-36*11=,-350
14*(36+16)=,728
10-(18*40)=,-710
35-25-31=,-21
37+48*47=,2293
36*12+15=,447
37+34+30=,101
11*23-23=,230
(35-38)+19=,16
25*(25+16)=,1025
19*28+48=,580
15+(45*26)=,1185
19-15+17=,21
38*25-14=,936
(47*46)+21=,2183
41-46-12=,-17
46+19+40=,105
29+(23*44)=,1041
15*31-15=,450
(36-13)*25=,575
(45*43)+24=,1959
30*40+44=,1244
(16*19)+45=,349
(42+35)*16=,1232
(22-14)+23=,31
(19-12)*28=,196
(36+13)-24=,25
23*17-19=,372
(12-10)*16=,32
(38-15)*21=,483
45+12-22=,35
40-(12+29)=,-1
28-(29+10)=,-11
(14-42)*44=,-1232
14-48-44=,-78
12-27+31=,16
30+15-26=,19
22+(22-32)=,12
11+49-25=,35
(48-25)+31=,54
11+(33*38)=,1265
26-32+28=,22
13-(48+24)=,-59
33*13+30=,459
(29-14)*49=,735
12*18*46=,9936
10*(19-10)=,90
(33+48)-19=,62
31*28*25=,21700
43+(40*40)=,1643
37+46-27=,56
24*(43-14)=,696
10-28-49=,-67
26-(10*45)=,-424
27+(48-32)=,43
22-41-34=,-53
25-10*45=,-425
(28+38)-10=,56
44-20+42=,66
13*(47-13)=,442
43*(38+10)=,2064
38*10-22=,358
(35*46)+29=,1639
(47+39)*17=,1462
28-(38+30)=,-40
22*19-32=,386
15*26*11=,4290
(24*48)-48=,1104
(30+47)*35=,2695
(22-43)*14=,-294
(29-37)+12=,4
48-10+30=,68
15*(29+36)=,975
(12*49)+22=,610
(10+15)-26=,-1
14+10*45=,464
(47+26)-27=,46
(26+47)*30=,2190
(44*40)-35=,1725
37-42-45=,-50
20*17*17=,5780
30-(42+44)=,-56
27*(49+47)=,2592
36+(41-38)=,39
44+(33-26)=,51
15-26-28=,-39
(34*16)+48=,592
48*24+37=,1189
11+44-41=,14
21*(27-32)=,-105
36+45+21=,102
(48+49)-32=,65
(28+33)-30=,31
21+30-11=,40
45*(42-33)=,405
45*12*37=,19980
48-(29*32)=,-880
(45-46)+37=,36
(29-11)+32=,50
12+(29*12)=,360
28+(32-44)=,16
22*25-37=,513
(24-49)+35=,10
(43-11)*17=,544
(48+42)*18=,1620
45+(11-49)=,7
23-14+48=,57
(35*12)-21=,399
47-20-46=,-19
14+23+35=,72
28-20-23=,-15
16+(21-23)=,14
(42*23)+11=,977
(39+34)-30=,43
35+34-32=,37
11-40+34=,5
47+(44-12)=,79
(15*11)+16=,181
42*(47+22)=,2898
(42*19)-20=,778
(27*33)-49=,842
(13*44)-25=,547
(23+41)*17=,1088
(25+26)*11=,561
25+(40-31)=,34
38-34+21=,25
36*17-34=,578
44-46-49=,-51
22+(12*42)=,526
41+13+22=,76
21-10*30=,-279
21*34-14=,700
19-15*32=,-461
27+31*45=,1422
14-29-48=,-63
36-37*28=,-1000
33+22+32=,87
(15*25)+47=,422
24+(19-29)=,14
47+22*37=,861
15*(19-18)=,15
13*18+44=,278
(46*34)+33=,1597
32+11*22=,274
36+22+37=,95
49+(49*13)=,686
(38*12)+28=,484
33+18*21=,411
33-14+45=,64
20+(36*10)=,380
49-(23+11)=,15
46*38-44=,1704
33*23+34=,793
(27+37)-43=,21
(27-19)+27=,35
25+33*20=,685
38+(27-10)=,55
40*(18+42)=,2400
47+(19-33)=,33
21-22+45=,44
(32-47)*45=,-675
18-36+18=,0
18*28*30=,15120
12*46+34=,586
23+36+27=,86
(46-21)+46=,71
13*(46-48)=,-26
(15+18)*23=,759
13*(37+49)=,1118
13*(18+11)=,377
17-13+18=,22
35*49-11=,1704
33+23*30=,723
32+(14*34)=,508
12+(35-16)=,31
11-(44+44)=,-77
19*23-34=,403
33*48*25=,39600
30-20*27=,-510
45-24-16=,5
35*(39-30)=,315
47*23+35=,1116
42-42+29=,29
40*31+11=,1251
33*41+46=,1399
(43*45)-49=,1886
37-15+38=,60
13-(31*44)=,-1351
44+49+26=,119
42+(20*29)=,622
(31*47)+35=,1492
37*(49-26)=,851
(45-38)*31=,217
27-38+19=,8
16+34-34=,16
13-(42*11)=,-449
28+18+21=,67
44-30+31=,45
47-23*43=,-942
42-(13*19)=,-205
(32+31)*17=,1071
(23*29)+42=,709
40+40-31=,49
24-(45+22)=,-43
26-(31+41)=,-46
32-37+21=,16
41-32*33=,-1015
49*18+36=,918
10-(15*21)=,-305
16-38*36=,-1352
46+35-44=,37
(49*32)+13=,1581
36+31*20=,656
47*16+14=,766
(35-46)+25=,14
40*14+42=,602
20-33-26=,-39
48+(21*32)=,720
26*11*36=,10296
44*15+40=,700
37+31+16=,84
(26-49)+42=,19
30-32-28=,-30
18+37*15=,573
(17+44)-20=,41
18-32*21=,-654
33-49*25=,-1192
27+34*12=,435
(10-40)+47=,17
48+42-13=,77
33+(34-33)=,34
18*(22-47)=,-450
34*13-22=,420
43*46+46=,2024
28-32*26=,-804
23-14+35=,44
10+35-26=,19
36*27*26=,25272
(16-44)+27=,-1
48+(48-48)=,48
17-22+31=,26
23*24*35=,19320
14*(29+43)=,1008
46+49*16=,830
42+41-43=,40
47-49+33=,31
17-23+40=,34
(49-28)*17=,357
(20-40)*34=,-680
26*(26-40)=,-364
34-(23+49)=,-38
(48+16)-25=,39
(38-47)+27=,18
(48+28)*12=,912
29+(20*10)=,229
34-(32*48)=,-1502
(19+11)*41=,1230
10*43*18=,7740
25*39*47=,45825
(44+43)*30=,2610
48+(25*24)=,648
31+(20-11)=,40
(36+37)-33=,40
31+28-37=,22
(18-25)*34=,-238
46*24+36=,1140
34+(11-46)=,-1
30+(22-39)=,13
31*20*43=,26660
32*(20+32)=,1664
(27-46)+24=,5
14-(35*37)=,-1281
12*(38+47)=,1020
(49*48)+24=,2376
33*49+17=,1634
28-11*43=,-445
18*36+21=,669
42*(23-42)=,-798
(14*28)+15=,407
(12+13)-41=,-16
33-(26+36)=,-29
(25-20)+13=,18
(10*47)+22=,492
24-(32+43)=,-51
(39-18)+26=,47
17-28*13=,-347
26+17*38=,672
(31*13)-30=,373
11*(14+14)=,308
35*23-25=,780
(14+23)-14=,23
49-30+45=,64
26+44*46=,2050
14*17+27=,265
21*(42-26)=,336
10*(29-24)=,50
35+10-20=,25
27+47+22=,96
(35+38)-27=,46
37*(43+33)=,2812
32*21+16=,688
28-21-25=,-18
10*(15-22)=,-70
29+(40-31)=,38
(34+23)-30=,27
26*35+32=,942
26-39*26=,-988
(10-19)+25=,16
41+26-18=,49
27-28+10=,9
20*(42-32)=,200
42*13-48=,498
(23+34)*21=,1197
38+34-45=,27
(44+45)*13=,1157
(33*29)+44=,1001
15*29+20=,455
47*(37+45)=,3854
(16*38)+25=,633
49*28+35=,1407
13*22+46=,332
21+(40*38)=,1541
49+30*16=,529
18-18-26=,-26
39-(11+29)=,-1
25+25+24=,74
11*(17-31)=,-154
32-46*20=,-888
44-(30*34)=,-976
31+(35-13)=,53
(20*19)-34=,346
27*(36+37)=,1971
(21+42)*33=,2079
18-(17+33)=,-32
49-30-20=,-1
41+12-32=,21
(31-44)+31=,18
45+47-29=,63
45*39+42=,1797
(26+24)*42=,2100
13-48*17=,-803
14+23*10=,244
38+(49*42)=,2096
(44+45)*43=,3827
(42+15)-37=,20
(30*47)-43=,1367
(23+22)*48=,2160
(16*43)+26=,714
(10-46)+14=,-22
34*(12-30)=,-612
25+33*13=,454
40+(22-43)=,19
21+48-34=,35
(13-47)+31=,-3
(33*22)-34=,692
12*25-30=,270
34-(29+20)=,-15
30*20-36=,564
11+25*23=,586
33+(47-20)=,60
21-48+28=,1
12*(39+10)=,588
(47+49)-22=,74
37+15*48=,757
(29+14)*44=,1892
(30+40)*19=,1330
(22+35)-23=,34
24*18-37=,395
40+(37-13)=,64
49*(28-27)=,49
39*(17-15)=,78
19-(37*49)=,-1794
(16*27)+12=,444
17*10+49=,219
35+29*22=,673
38*44-10=,1662
20*17+33=,373
49*16+48=,832
21*(22-38)=,-336
47+22*40=,927
(25-23)*47=,94
(33+39)-20=,52
29-(36+12)=,-19
41*15+46=,661
(13-28)+39=,24
20*43-37=,823
41-29-30=,-18
17*41+10=,707
22*(23+21)=,968
43*42+45=,1851
13-(25*26)=,-637
(38-24)+32=,46
(43*19)+10=,827
22-(33*36)=,-1166
(19-12)+15=,22
(34*37)-30=,1228
(39*15)+28=,613
17+(46-28)=,35
38-37*18=,-628
(42-33)+41=,50
19-47-28=,-56
42+(36-18)=,60
47+(14-46)=,15
43*(21-42)=,-903
(40*19)+24=,784
(29-10)+38=,57
33-24-48=,-39
24*(41-12)=,696
(36*23)+43=,871
42*21-40=,842
44+18*31=,602
22+(17*21)=,379
(19-40)+22=,1
10-36-26=,-52
25-16-35=,-26
(17*45)-10=,755
19+32-20=,31
45+(27*10)=,315
16+33*42=,1402
24+(49*34)=,1690
22+10+20=,52
25+20*45=,925
22-14+20=,28
40-22+22=,40
18+(13*26)=,356
20*17+36=,376
(11*42)-32=,430
43*(31-26)=,215
41*(29-10)=,779
(24*31)+21=,765
22+36+12=,70
30-36-47=,-53
(12+18)*21=,630
49*38*27=,50274
29-(12*32)=,-355
(35*16)+46=,606
44+(33*45)=,1529
26+(28*37)=,1062
27-31-11=,-15
(41-29)+16=,28
46*27-29=,1213
17*41-11=,686
(29+17)-22=,24
11+(41*35)=,1446
(42-32)+34=,44
(13*20)+11=,271
(22-11)*41=,451
46*19*48=,41952
27*31*43=,35991
(11-48)+20=,-17
12-21-10=,-19
17+23-42=,-2
36+12-19=,29
18+32-31=,19
39+(36*15)=,579
31-31*17=,-496
19-(28+43)=,-52
(49*13)-46=,591
19+(47*44)=,2087
47+(15*34)=,557
17*35+20=,615
39-47+32=,24
(38-20)*18=,324
(18+29)-28=,19
25+(47-19)=,53
46+(17-44)=,19
47+20*44=,927
28+(21-15)=,34
10+(33*18)=,604
14+32-40=,6
18+42*20=,858
(13+35)-41=,7
33-43+26=,16
40*45*38=,68400
47+16*49=,831
47*12-20=,544
17-(44+31)=,-58
(30-47)+48=,31
46*23*20=,21160
34+(20*10)=,234
21*(34-19)=,315
(47-45)+19=,21
(48*13)-45=,579
30-25*18=,-420
41*23+20=,963
48+29-41=,36
(27-23)+18=,22
40*17-48=,632
35*24*17=,14280
18+24-13=,29
33+(34-38)=,29
37-34+19=,22
40-16-20=,4
(31+14)-26=,19
31-(29*27)=,-752
42+26*19=,536
21+15*36=,561
(17+25)*17=,714
17-33*17=,-544
(40-44)*24=,-96
(33*24)-39=,753
40+27*25=,715
(45*23)+34=,1069
(17-45)*24=,-672
47*(39+26)=,3055
10*29+19=,309
32+41+18=,91
18+42-38=,22
26+16-19=,23
(30*13)-42=,348
(31-23)+35=,43
(35*46)-29=,1581
28*20*26=,14560
22-(14+10)=,-2
33+19*49=,964
46-33+38=,51
21+(13*27)=,372
22+(44*39)=,1738
23-(31+23)=,-31
12+19-28=,3
42+13+38=,93
23*45+10=,1045
18*43+20=,794
(34-41)*23=,-161
22*38+47=,883
(17-18)+16=,15
13-47-35=,-69
47*42-48=,1926
(20*47)-16=,924
(17-42)+12=,-13
37+49-12=,74
38+10+15=,63
(11+39)-21=,29
44*27-30=,1158
20+18-28=,10
14-(33+39)=,-58
22+(17-41)=,-2
41-10*32=,-279
(43-49)*42=,-252
13*(17-25)=,-104
42*17*44=,31416
29-39*28=,-1063
43+(23*25)=,618
(30*24)+11=,731
22+38+48=,108
(14+16)*24=,720
46*28+16=,1304
25+20+24=,69
33+22*38=,869
23+24*15=,383
24-14+43=,53
43+(47*11)=,560
46*27*20=,24840
35+28+37=,100
43+(38-12)=,69
48+32-31=,49
29*(18+29)=,1363
40+(15-46)=,9
19-(26*10)=,-241
13+(48-30)=,31
22+17-13=,26
35*(13-11)=,70
(42*48)-44=,1972
33*(46+22)=,2244
14+24+42=,80
(22*23)-47=,459
20+(28*49)=,1392
(30+37)*22=,1474
(12*46)+49=,601
30+43-27=,46
(29*11)-21=,298
22*46-40=,972
(22-42)*45=,-900
(31+18)*21=,1029
(10-31)+18=,-3
46*35-15=,1595
(46+43)*40=,3560
35+35-15=,55
42+(36-40)=,38
48+(15*49)=,783
15*17-37=,218
45-19-42=,-16
(30+22)-47=,5
26-22-32=,-28
16-12+12=,16
32-46*31=,-1394
(16+13)-45=,-16
14+48*22=,1070
33*46-48=,1470
(17+35)*41=,2132
42-26-45=,-29
45+(35*43)=,1550
32+(17-33)=,16
26-43*27=,-1135
(12-32)+40=,20
(18*14)-26=,226
25+(31-11)=,45
23*21-19=,464
34-(26+42)=,-34
22+(39*37)=,1465
(45*38)-25=,1685
(32+42)*14=,1036
10+(34*23)=,792
44*(46+27)=,3212
35*16*31=,17360
37+42*14=,625
39+10*13=,169
(16+27)*31=,1333
32-24-13=,-5
45-(37*33)=,-1176
44+(41*27)=,1151
(47*34)+43=,1641
41+31*23=,754
19+(29*12)=,367
37-33+48=,52
(46+41)-40=,47
13*(44+31)=,975
(28+20)*33=,1584
15-(33+41)=,-59
36*47-46=,1646
(21-25)*46=,-184
(42*27)+18=,1152
(42-26)*23=,368
48*(21-26)=,-240
42*14*42=,24696
37+43-46=,34
22*(11+27)=,836
26-(40+31)=,-45
14+13*47=,625
39-34+34=,39
(49*47)-23=,2280
29-34+34=,29
23-(48+35)=,-60
37-(42+21)=,-26
49*23*40=,45080
(28*14)-29=,363
20*20+41=,441
(24*47)-15=,1113
(31-42)+18=,7
44-28-39=,-23
32*(14+30)=,1408
11+15-38=,-12
46+14-41=,19
32+(10*34)=,372
13-(46*10)=,-447
30+49*20=,1010
10+22+20=,52
34-(19*35)=,-631
44-14*39=,-502
31-19*31=,-558
43*48-27=,2037
23*33+37=,796
12*49*33=,19404
46*10*10=,4600
(30-21)+49=,58
(24-41)+38=,21
15*25*36=,13500
21+35+44=,100
(19-20)+21=,20
38-15+49=,72
40-45-48=,-53
31-26+44=,49
(42*30)-32=,1228
21-(11*41)=,-430
46*31-42=,1384
19+(42*35)=,1489
21-(46*22)=,-991
(20*15)+43=,343
29-31*37=,-1118
26*(39-24)=,390
22-(23+17)=,-18
37+(23*12)=,313
49*(47+17)=,3136
43+27+26=,96
21-(25*41)=,-1004
31+47*15=,736
(24+39)-16=,47
40-35*48=,-1640
41*46*22=,41492
(13-11)+21=,23
18+49-19=,48
45-19-23=,3
10-(11+29)=,-30
18*18+37=,361
(18+10)*17=,476
(43+19)-47=,15
17-26+41=,32
16*42-11=,661
38-11-49=,-22
26+(24-41)=,9
(28*32)+31=,927
30*30*36=,32400
11+10-48=,-27
39+12-36=,15
31+24*33=,823
26+(23*17)=,417
31+(31*30)=,961
11*(13+19)=,352
(23+19)*17=,714
12-(36+34)=,-58
43+46*40=,1883
(31-29)+44=,46
40-35*23=,-765
(15-35)*45=,-900
37+(45-10)=,72
47+(12-27)=,32
39+(13-47)=,5
25-(14+23)=,-12
44+13*38=,538
43-26+10=,27
(37*39)-29=,1414
35-(47+46)=,-58
49-43-45=,-39
12*(46-16)=,360
32+34-38=,28
21+(29*32)=,949
(29+40)*32=,2208
(42-19)*13=,299
16*(40+19)=,944
(39+34)-49=,24
29*(46+35)=,2349
29*(31+46)=,2233
47+(47-14)=,80
48+29-43=,34
(44+19)*19=,1197
30-33-42=,-45
42+(40-17)=,65
(35-25)*29=,290
(14-31)*36=,-612
33*36-24=,1164
(41-44)*11=,-33
(29-42)+11=,-2
(28*12)+23=,359
(30*43)+29=,1319
(48+43)-39=,52
(13-13)+31=,31
35+22-34=,23
(19+26)-22=,23
(38+21)-47=,12
16+45*42=,1906
40*39+39=,1599
48-43-38=,-33
13-17+29=,25
32-25*12=,-268
35+43*19=,852
48-39-35=,-26
(15*27)+37=,442
30+(24*47)=,1158
37-46+26=,17
(40*27)+22=,1102
(17-35)+43=,25
12+(12-18)=,6
38+(34-11)=,61
25-(42*24)=,-983
(16+13)*35=,1015
36*(22+23)=,1620
43*23+25=,1014
46*22-49=,963
47-40-17=,-10
(31*31)+22=,983
44-24-43=,-23
(37-39)+38=,36
45*18-31=,779
10*30*19=,5700
48*46-49=,2159
46+26*48=,1294
(42-41)+22=,23
25-47+16=,-6
(35*23)+42=,847
(39-18)+27=,48
36*(32+42)=,2664
47-(38*24)=,-865
46+(20*33)=,706
44*42*21=,38808
(21+38)-22=,37
(37*29)-26=,1047
13*(44+18)=,806
39+19+29=,87
10*26-22=,238
31*32-29=,963
10*26+39=,299
33-11*31=,-308
44*17-41=,707
14-35-17=,-38
41*44-14=,1790
22+(19-18)=,23
16+(26-45)=,-3
(32*16)-29=,483
13-17-10=,-14
(45+20)-25=,40
(30*47)+15=,1425
(28+48)-10=,66
30*(12+36)=,1440
(42+20)-26=,36
(40+18)-22=,36
15*20+31=,331
23-46-19=,-42
20+37-27=,30
36+(38-33)=,41
(10*43)-16=,414
37+(28-48)=,17
(28-20)+44=,52
24*21*35=,17640
(38+48)-40=,46
41+48-44=,45
30+(14-27)=,17
(21*20)-24=,396
28*39+23=,1115
33+(19-37)=,15
28-47+15=,-4
20-18-26=,-24
47*40*31=,58280
(36+32)*34=,2312
(22*32)-45=,659
23*(47-28)=,437
40*22-42=,838
22*27*49=,29106
16*(43-47)=,-64
23+10+38=,71
(31-29)+34=,36
43*47*26=,52546
17*(35+49)=,1428
43+(35-11)=,67
(39*41)+11=,1610
30-35+44=,39
48*(13-20)=,-336
39-(49+14)=,-24
11+(36*43)=,1559
(32+45)*45=,3465
45-23+23=,45
27-14-43=,-30
11*(19+39)=,638
39*11*15=,6435
49*21-33=,996
44*(18+45)=,2772
(37-40)+10=,7
38+46-19=,65
14-32*24=,-754
36*(12-45)=,-1188
16-48-19=,-51
45-(36+32)=,-23
10*20*46=,9200
33+(37*43)=,1624
34*24-23=,793
26-44+28=,10
21-35*13=,-434
29+(31*44)=,1393
46*(32+12)=,2024
11*19-27=,182
30-(45*38)=,-1680
(32-10)*12=,264
34-16+28=,46
44*(49-25)=,1056
(47-16)*26=,806
38*(29+33)=,2356
35*(42+24)=,2310
(28-10)+32=,50
25*(27+13)=,1000
11+22-34=,-1
37+22+37=,96
23+(25-28)=,20
48*36-46=,1682
(45*35)-18=,1557
(28+19)-28=,19
19+(28-49)=,-2
(35*29)+44=,1059
19-(15+44)=,-40
20*39+40=,820
28-25-46=,-43
10*42-20=,400
18*35*44=,27720
(44-47)*17=,-51
(27-33)+46=,40
18*(24-49)=,-450
35+(26-30)=,31
45+32*43=,1421
42-42-45=,-45
33+10-47=,-4
11*(24-42)=,-198
48-19-40=,-11
26*(23-28)=,-130
13-28+12=,-3
11-(40*22)=,-869
(31*48)+16=,1504
11-34-28=,-51
(24*17)+43=,451
(40*48)-38=,1882
29+14-17=,26
28-21*13=,-245
(37*11)-23=,384
29+(45-17)=,57
(15-13)*36=,72
30*34+40=,1060
28*44*26=,32032
24+(19-24)=,19
(19+19)*43=,1634
29+(25*41)=,1054
33*17+32=,593
(46-46)*43=,0
16+32-34=,14
45*44+26=,2006
16+44*39=,1732
(15-20)*30=,-150
25+(15-11)=,29
(21*19)+15=,414
(19*38)-15=,707
37-34-41=,-38
27*(26-36)=,-270
45*13+24=,609
40-39*15=,-545
26+29*42=,1244
26*(25-25)=,0
16+46*14=,660
(38+32)*42=,2940
15*(28+11)=,585
30+(10*21)=,240
35+46+48=,129
(37*37)+29=,1398
41-(31*35)=,-1044
35+(45-35)=,45
43-37*40=,-1437
16-(42+13)=,-39
44+36-49=,31
30*(47+35)=,2460
46*(33-22)=,506
36*37*26=,34632
26*39-49=,965
26-40-14=,-28
21+22*45=,1011
(11+25)-13=,23
26-(13*15)=,-169
39*29+48=,1179
23-(27+31)=,-35
26*25*22=,14300
15+(47-46)=,16
31*(12+44)=,1736
29-32-15=,-18
49-(43*30)=,-1241
12+28*39=,1104
(16-39)+42=,19
22-(12*28)=,-314
48+(39*39)=,1569
23*(37+32)=,1587
24+(34*12)=,432
49-24+11=,36
10+(33*25)=,835
20*(39-11)=,560
(46+22)-25=,43
10+10-23=,-3
30-(35*19)=,-635
34-43-45=,-54
45+(28*29)=,857
16-45-10=,-39
15*(41-44)=,-45
17-17-45=,-45
19+(32*39)=,1267
(23-17)*47=,282
42+(33*37)=,1263
(42-28)+15=,29
30-20*21=,-390
20*(49-29)=,400
15+(22*41)=,917
23-(34*14)=,-453
35*17+29=,624
11-16+30=,25
(30-36)+10=,4
47-(23*16)=,-321
14*(42+47)=,1246
(24*45)+21=,1101
48*22-43=,1013
39+42+43=,124
40+22-36=,26
34-42+19=,11
45+39-31=,53
36+27+29=,92
(20*22)+28=,468
25-45+18=,-2
39*40+22=,1582
(25+45)*28=,1960
(15+44)-36=,23
15-31+42=,26
40-48*13=,-584
34+(39*37)=,1477
37+(34*10)=,377
15+47+49=,111
19*13-35=,212
42*(28-32)=,-168
(12-20)*39=,-312
48*49-13=,2339
(12*20)-45=,195
(43*43)-29=,1820
33*16*11=,5808
32+(28*20)=,592
26*23-36=,562
12*(23+15)=,456
(22+11)-15=,18
40-37-30=,-27
(14*45)+41=,671
20-41+35=,14
45-(21*41)=,-816
(38+13)-22=,29
38+32+25=,95
(42*17)-20=,694
29+39*46=,1823
39-(10+49)=,-20
44+22-16=,50
40+40-36=,44
11+26*12=,323
10*16-16=,144
47-(35+46)=,-34
27*(27+45)=,1944
15-(28*48)=,-1329
17*28-34=,442
12*(32+12)=,528
(34+37)*36=,2556
(10+21)*38=,1178
33-16*20=,-287
48*47-38=,2218
(15+26)*20=,820
(35*33)-27=,1128
22-39*46=,-1772
32+35+13=,80
(40-32)+32=,40
48+(42-43)=,47
13+(10*29)=,303
(16*13)+11=,219
31-32*38=,-1185
37*(49+35)=,3108
(49+48)-19=,78
25-23+48=,50
33-37-24=,-28
(45*38)+25=,1735
(38*24)+47=,959
(47*46)+47=,2209
(39*22)-44=,814
11*(24+25)=,539
(46-39)*16=,112
44*(20+14)=,1496
42*28+28=,1204
(28-35)+33=,26
(36*20)+47=,767
(28*42)-40=,1136
(45-12)+49=,82
25+(37*25)=,950
(11+38)*48=,2352
27-36*13=,-441
(28+20)*16=,768
(31+40)-17=,54
(13-29)*35=,-560
(49-32)+21=,38
27*37+49=,1048
42-48-13=,-19
(30+39)*41=,2829
16-49*26=,-1258
21-30-31=,-40
(18-43)*33=,-825
36-26+11=,21
30-(46+36)=,-52
30-36+20=,14
19*38-10=,712
31+(23*41)=,974
(45+22)-48=,19
11*(41+13)=,594
(20-24)+27=,23
34-(45*13)=,-551
45+33*31=,1068
40+27+21=,88
26*40*39=,40560
19+39-23=,35
42*48*24=,48384
(25-20)*48=,240
12*(30+35)=,780
32+(34-17)=,49
17-17+10=,10
(34*39)+49=,1375
21*(25+36)=,1281
29*40*28=,32480
12-21*24=,-492
39-(19*24)=,-417
35-35+25=,25
21*45+25=,970
(16+29)*13=,585
49+(10*30)=,349
(33*32)-20=,1036
10*26+36=,296
30-(19*34)=,-616
34-11-21=,2
(30*34)+13=,1033
30-30+45=,45
(46*22)-41=,971
(13-25)+22=,10
32*27+31=,895
49*19+39=,970
(43-19)+48=,72
38-(42*38)=,-1558
19-16+37=,40
34-43*30=,-1256
(37+26)-29=,34
38+22+43=,103
(27+12)-14=,25
(44-20)+10=,34
47+(22*16)=,399
18*26*38=,17784
42-(30*48)=,-1398
17-(31*45)=,-1378
15+40*26=,1055
(18*29)-17=,505
34+42-31=,45
12*(30-11)=,228
34*48+28=,1660
19*22*32=,13376
(49+11)-21=,39
14-38+48=,24
(24*11)-28=,236
(24*44)+24=,1080
(21*18)+48=,426
31*(47-44)=,93
18-40-14=,-36
29-(10+45)=,-26
11*(48-15)=,363
45*(22+32)=,2430
35*21+34=,769
22-11+46=,57
(22-26)*34=,-136
(46+29)-22=,53
(32+29)*43=,2623
21-(39*34)=,-1305
40-41+31=,30
(44-33)*10=,110
34-16-20=,-2
11+(14*16)=,235
(38+26)*32=,2048
29-33-13=,-17
21+21-36=,6
23*14-42=,280
(47*33)+40=,1591
(11+23)-40=,-6
(23*27)+37=,658
25*18+36=,486
11+39+14=,64
(47+30)*15=,1155
(43*35)+41=,1546
(40+22)*31=,1922
17*13+26=,247
(46*25)-47=,1103
43*30*21=,27090
